Date,Hash/Parent Hash,Amount,Receiver,"Fee, Gwei"
12/30/2021 19:15,0x22c19c74d81969cd008f89105d5e764207b1067070e259230972c85918af47f3,3556700000,bit24,2478000
12/20/2021 19:46,0x3da36f5f8318faf7ffd95462d746e5e70f66152ddfbc973f8af56d5a2a8e6c50,1390600000,bit24,2163000
12/18/2021 4:30,0x839394b2c205637773ea8bff091d2676dbd5ce6718e6bbfc9df09c6b8c83c623,1270300000,bit24,1764000
12/15/2021 21:01,0xc1f99c3b70893ffe1165f5deec6521f360b4836b6825fa91ae58b61967bcb698,1177000000,bit24,3402000
12/15/2021 20:15,0xabf75908768e6e25d1134cdc5a06073d2b10226338f13ebcaf94806e0d40041c,1225300000,bit24,3192000
12/14/2021 20:46,0x3109b8509e9ea3d38decaded6bf7e77e0a55205dffd682a16f22b75600e436d6,1367400000,bit24,3192000
12/14/2021 8:15,0x1d4f4085f1f717941bd42479a9759a7b18438774bdb1d214911afa8edfcf22bc,1428300000,bit24,1764000
12/13/2021 8:31,0x7dd86b5fc2803d28e5ddca2342479f9b6f5fc2c73ec2271ec277522d78b57518,1247300000,bit24,1764000
12/12/2021 12:01,0xff8099e0e546564cc8ec39f0faefaf4fc5ceeb9e257d409f63352e5d67bd3985,1186900000,bit24,1764000
12/11/2021 14:15,0x4504eb0c2375145c34ce8c1e24c64177eddd49bd2f1367f4f26c64a7991c473c,1539000000,bit24,1764000
12/11/2021 11:45,0x63bac997475fff5ef124236016fd255a768cb53c3d4b3c7ef024102244018a61,1191900000,bit24,1764000
12/10/2021 17:15,0x489f92297e002daf01dced044ac8de0b91025aeb2b7cf57c97eaa30417077437,1221500000,bit24,2940000
12/10/2021 15:45,0x2fbd7885d002574d7f91aba97cb78ed4a8082107a858368ba66b7d4d0283cc20,1254800000,bit24,3045000
12/8/2021 15:45,0x14d0946e6442d9f923ea8b9f3d5703f1148e7cdeb8179c36ed68f3b8a3b9637c,1360700000,bit24,1869000
12/5/2021 13:01,0xf8f446c3d77d4510ff06952b7cd3fd0cd716ddedd604ef1d3f0e5dcdcf624079,1182300000,bit24,2163000
12/4/2021 23:45,0x78a1eea738e282161f64ee37b552fc2ac710c9bdea09fc68009d01b3451fcdc2,1211300000,bit24,4074000
12/4/2021 20:15,0x00038b1f5fac1daf1b5eb85f4f55dcece342728e3b801621890b71a673097911,1326000000,bit24,2709000
12/4/2021 18:15,0x800417191038829668dcc3aa0e5160302acc1f67c72b2464a6222230e4bbc03a,1312600000,bit24,3780000
12/4/2021 10:45,0x0e6e76e92ee75cdfcd8a1bade7fc0b001f1f09ec51207d521031178f2b0f98e1,1247100000,bit24,2940000
12/3/2021 22:45,0x1d8a1e9a70ebc7ee6fb8c8b18252dfe2fd08c6689833f4a36a71ae3894f00b0b,1609800000,bit24,2604000
12/3/2021 21:45,0x247bc08f7a6b82987900514420fb07c441812d565dcdf920a658b7f6b9dba52b,1276600000,bit24,3528000
12/3/2021 15:30,0xbe9b2874ba21e9d8bd10cc8aa4d5c78576a281e7da5b44555c83cbe09be33553,1093900000,bit24,3528000
12/2/2021 22:45,0x5a598ec54c49527b78837f7f5bf935c855667d80fdab4c85b6fe81c146b9ab1a,1119300000,bit24,2499000
11/29/2021 17:01,0x623e33c84969cdfe3c6558301b7b95c40b6cde3fabc91dec4d86a86501fdb0e5,1307300000,bit24,3297000
11/27/2021 14:15,0x9897aa78858b10877d11e23217ee952f72e76a077ed9fabb1465e9e153e3cc92,1222000000,bit24,2100000
11/26/2021 20:45,0xdc42b295650f057c87d5063c5b4f82e277fc7ea43cca83bbba2af87ccab94127,1188000000,bit24,2751000
